"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","13","Estimate - de facto","Final figure, complete","2019","559693",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","14","Estimate - de facto","Final figure, complete","2019","559155",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","15","Estimate - de facto","Final figure, complete","2019","558062",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","15 - 19","Estimate - de facto","Final figure, complete","2019","2770223",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","16","Estimate - de facto","Final figure, complete","2019","556512",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","17","Estimate - de facto","Final figure, complete","2019","554575",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","18","Estimate - de facto","Final figure, complete","2019","552312",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","19","Estimate - de facto","Final figure, complete","2019","548762",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","20","Estimate - de facto","Final figure, complete","2019","544273",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","20 - 24","Estimate - de facto","Final figure, complete","2019","2678628",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","21","Estimate - de facto","Final figure, complete","2019","539806",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","22","Estimate - de facto","Final figure, complete","2019","535280",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","23","Estimate - de facto","Final figure, complete","2019","530517",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","24","Estimate - de facto","Final figure, complete","2019","528752",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","25","Estimate - de facto","Final figure, complete","2019","526456",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","25 - 29","Estimate - de facto","Final figure, complete","2019","2604562",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","26","Estimate - de facto","Final figure, complete","2019","523778",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","27","Estimate - de facto","Final figure, complete","2019","520389",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","28","Estimate - de facto","Final figure, complete","2019","515976",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","29","Estimate - de facto","Final figure, complete","2019","517963",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","30","Estimate - de facto","Final figure, complete","2019","518597",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","30 - 34","Estimate - de facto","Final figure, complete","2019","2569261",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","31","Estimate - de facto","Final figure, complete","2019","517988",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","32","Estimate - de facto","Final figure, complete","2019","516379",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","33","Estimate - de facto","Final figure, complete","2019","512703",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","34","Estimate - de facto","Final figure, complete","2019","503594",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","35","Estimate - de facto","Final figure, complete","2019","493455",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","35 - 39","Estimate - de facto","Final figure, complete","2019","2357364",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","36","Estimate - de facto","Final figure, complete","2019","483000",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","37","Estimate - de facto","Final figure, complete","2019","471602",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","38","Estimate - de facto","Final figure, complete","2019","459789",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","39","Estimate - de facto","Final figure, complete","2019","449518",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","40","Estimate - de facto","Final figure, complete","2019","438955",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","40 - 44","Estimate - de facto","Final figure, complete","2019","2093543",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","41","Estimate - de facto","Final figure, complete","2019","428607",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","42","Estimate - de facto","Final figure, complete","2019","418035",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","43","Estimate - de facto","Final figure, complete","2019","407179",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","44","Estimate - de facto","Final figure, complete","2019","400767",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","45","Estimate - de facto","Final figure, complete","2019","394119",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","45 - 49","Estimate - de facto","Final figure, complete","2019","1910427",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","46","Estimate - de facto","Final figure, complete","2019","388068",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","47","Estimate - de facto","Final figure, complete","2019","381823",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","48","Estimate - de facto","Final figure, complete","2019","375375",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","49","Estimate - de facto","Final figure, complete","2019","371042",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","50","Estimate - de facto","Final figure, complete","2019","366535",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","50 - 54","Estimate - de facto","Final figure, complete","2019","1781279",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","51","Estimate - de facto","Final figure, complete","2019","362549",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","52","Estimate - de facto","Final figure, complete","2019","358141",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","53","Estimate - de facto","Final figure, complete","2019","353018",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","54","Estimate - de facto","Final figure, complete","2019","341036",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","55","Estimate - de facto","Final figure, complete","2019","329084",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","55 - 59","Estimate - de facto","Final figure, complete","2019","1529356",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","56","Estimate - de facto","Final figure, complete","2019","318079",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","57","Estimate - de facto","Final figure, complete","2019","306847",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","58","Estimate - de facto","Final figure, complete","2019","295207",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","59","Estimate - de facto","Final figure, complete","2019","280139",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","60","Estimate - de facto","Final figure, complete","2019","265121",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","60 - 64","Estimate - de facto","Final figure, complete","2019","1187457",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","61","Estimate - de facto","Final figure, complete","2019","251110",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","62","Estimate - de facto","Final figure, complete","2019","237308",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","63","Estimate - de facto","Final figure, complete","2019","223519",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","64","Estimate - de facto","Final figure, complete","2019","210399",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","65","Estimate - de facto","Final figure, complete","2019","197309",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","65 - 69","Estimate - de facto","Final figure, complete","2019","859994",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","66","Estimate - de facto","Final figure, complete","2019","184171",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","67","Estimate - de facto","Final figure, complete","2019","170943",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","68","Estimate - de facto","Final figure, complete","2019","157674",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","69","Estimate - de facto","Final figure, complete","2019","149897",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","70","Estimate - de facto","Final figure, complete","2019","141043",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","70 - 74","Estimate - de facto","Final figure, complete","2019","608292",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","71","Estimate - de facto","Final figure, complete","2019","130857",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","72","Estimate - de facto","Final figure, complete","2019","121146",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","73","Estimate - de facto","Final figure, complete","2019","111932",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","74","Estimate - de facto","Final figure, complete","2019","103314",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","75","Estimate - de facto","Final figure, complete","2019","95091",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","75 - 79","Estimate - de facto","Final figure, complete","2019","400939",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","76","Estimate - de facto","Final figure, complete","2019","87277",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","77","Estimate - de facto","Final figure, complete","2019","79815",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","78","Estimate - de facto","Final figure, complete","2019","72734",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","79","Estimate - de facto","Final figure, complete","2019","66022",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","80","Estimate - de facto","Final figure, complete","2019","59606",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","80 - 84","Estimate - de facto","Final figure, complete","2019","241693",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","81","Estimate - de facto","Final figure, complete","2019","53604",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","82","Estimate - de facto","Final figure, complete","2019","47958",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","83","Estimate - de facto","Final figure, complete","2019","42698",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","84","Estimate - de facto","Final figure, complete","2019","37827",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","85","Estimate - de facto","Final figure, complete","2019","33337",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","85 - 89","Estimate - de facto","Final figure, complete","2019","129442",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","86","Estimate - de facto","Final figure, complete","2019","29228",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","87","Estimate - de facto","Final figure, complete","2019","25517",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","88","Estimate - de facto","Final figure, complete","2019","22168",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","89","Estimate - de facto","Final figure, complete","2019","19192",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","90","Estimate - de facto","Final figure, complete","2019","16515",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","90 - 94","Estimate - de facto","Final figure, complete","2019","61304",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","91","Estimate - de facto","Final figure, complete","2019","14147",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","92","Estimate - de facto","Final figure, complete","2019","12016",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","93","Estimate - de facto","Final figure, complete","2019","10136",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","94","Estimate - de facto","Final figure, complete","2019","8490",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","95","Estimate - de facto","Final figure, complete","2019","7045",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","95 - 99","Estimate - de facto","Final figure, complete","2019","24517",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","96","Estimate - de facto","Final figure, complete","2019","5804",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","97","Estimate - de facto","Final figure, complete","2019","4753",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","98","Estimate - de facto","Final figure, complete","2019","3850",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","99","Estimate - de facto","Final figure, complete","2019","3065",""
"Venezuela (Bolivarian Republic of)","2019","Total","Both Sexes","100 +","Estimate - de facto","Final figure, complete","2019","6136",""
"Viet Nam","2019","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2019","96208984",""
"Viet Nam","2019","Total","Both Sexes","0 - 4","Census - de jure - complete tabulation","Final figure, complete","2019","7819326",""
"Viet Nam","2019","Total","Both Sexes","5 - 9","Census - de jure - complete tabulation","Final figure, complete","2019","8332719",""
"Viet Nam","2019","Total","Both Sexes","10 - 14","Census - de jure - complete tabulation","Final figure, complete","2019","7219837",""
"Viet Nam","2019","Total","Both Sexes","15 - 19","Census - de jure - complete tabulation","Final figure, complete","2019","6506217",""
"Viet Nam","2019","Total","Both Sexes","20 - 24","Census - de jure - complete tabulation","Final figure, complete","2019","6675703",""
"Viet Nam","2019","Total","Both Sexes","25 - 29","Census - de jure - complete tabulation","Final figure, complete","2019","8447977",""
"Viet Nam","2019","Total","Both Sexes","30 - 34","Census - de jure - complete tabulation","Final figure, complete","2019","8393810",""
"Viet Nam","2019","Total","Both Sexes","35 - 39","Census - de jure - complete tabulation","Final figure, complete","2019","7692386",""
"Viet Nam","2019","Total","Both Sexes","40 - 44","Census - de jure - complete tabulation","Final figure, complete","2019","6684119",""
"Viet Nam","2019","Total","Both Sexes","45 - 49","Census - de jure - complete tabulation","Final figure, complete","2019","6257471",""
"Viet Nam","2019","Total","Both Sexes","50 - 54","Census - de jure - complete tabulation","Final figure, complete","2019","5662010",""
"Viet Nam","2019","Total","Both Sexes","55 - 59","Census - de jure - complete tabulation","Final figure, complete","2019","5108724",""
"Viet Nam","2019","Total","Both Sexes","60 - 64","Census - de jure - complete tabulation","Final figure, complete","2019","3992034",""
"Viet Nam","2019","Total","Both Sexes","65 - 69","Census - de jure - complete tabulation","Final figure, complete","2019","2685271",""
"Viet Nam","2019","Total","Both Sexes","70 - 74","Census - de jure - complete tabulation","Final figure, complete","2019","1640850",""
"Viet Nam","2019","Total","Both Sexes","75 - 79","Census - de jure - complete tabulation","Final figure, complete","2019","1171811",""
"Viet Nam","2019","Total","Both Sexes","80 - 84","Census - de jure - complete tabulation","Final figure, complete","2019","907732",""
"Viet Nam","2019","Total","Both Sexes","85 +","Census - de jure - complete tabulation","Final figure, complete","2019","1010987",""

"footnoteSeqID","Footnote"
"1","Population statistics are compiled from registers."
"2","Based on the results of the 2011 Population Census."
"3","Data based on the 2010 Population Census."
"4","Bermuda is 100 per cent urban."
"5","Based on the results of the 2016 Population Census."
"6","Excluding diplomatic personnel outside the country and including members of alien armed forces not living in military camps and foreign diplomatic personnel not living in embassies or consulates."
"7","Including armed forces stationed in the area."
"8","Data refer to resident population which includes resident Maldivians and resident foreigners."
"9","Based on the results of the 2014 Population Census."
"10","The population projections of CONAPO (National Population Council)."
"11","Data refer to national projections."
